"Altmetric.Attention.Score","Title","Journal","Journal.ISSNs","Output.Type","Publication.Date","DOI","ISBN","News.mentions","Blog.mentions","Policy.mentions","Twitter.mentions","OA","year","SJR","SJRfac"
254,"Continued global warming after CO2 emissions stoppage","Nature Climate Change","1758-678X, 1758-6798","Article","2013-11-24","10.1038/nclimate2060",NA,21,9,0,71,FALSE,2013,8.256,"D"
253,"Multimodel assessment of water scarcity under climate change","Proceedings of the National Academy of Sciences of the United States of America","0027-8424, 1091-6490","Article","2013-12-16","10.1073/pnas.1222460110",NA,24,8,3,44,FALSE,2013,6.321,"D"
252,"A reversal of fortunes: climate change ‘winners’ and ‘losers’ in Antarctic Peninsula penguins","Scientific Reports","2045-2322","Article","2014-06-12","10.1038/srep05024",NA,22,9,0,74,TRUE,2014,1.625,"B"
252,"Development and disintegration of Maya political systems in response to climate change.","Science","0036-8075, 1095-9203","Article","2012-11-09","10.1126/science.1226299",NA,18,7,0,93,FALSE,2012,13.535,"D"
250,"American mastodon extirpation in the Arctic and Subarctic predates human colonization and terminal Pleistocene climate change.","Proceedings of the National Academy of Sciences of the United States of America","0027-8424, 1091-6490","Article","2014-12-01","10.1073/pnas.1416072111",NA,19,8,0,41,FALSE,2014,6.321,"D"
250,"Quantifying the benefit of early climate change mitigation in avoiding biodiversity loss","Nature Climate Change","1758-678X, 1758-6798","Article","2013-05-12","10.1038/nclimate1887",NA,12,3,1,173,FALSE,2013,8.256,"D"
250,"Future freshwater stress for island populations","Nature Climate Change","1758-678X, 1758-6798","Article","2016-04-11","10.1038/nclimate2987",NA,25,3,0,76,FALSE,2016,8.256,"D"
249,"The climate change consensus extends beyond climate scientists","Environmental Research Letters","1748-9326","Article","2015-09-01","10.1088/1748-9326/10/9/094025",NA,20,12,0,69,TRUE,2015,2.628,"C"
248,"Human influence on climate in the 2014 southern England winter floods and their impacts","Nature Climate Change","1758-678X, 1758-6798","Article","2016-02-01","10.1038/nclimate2927",NA,19,12,3,71,FALSE,2016,8.256,"D"
248,"Cessation of deep convection in the open Southern Ocean under anthropogenic climate change","Nature Climate Change","1758-678X, 1758-6798","Article","2014-03-02","10.1038/nclimate2132",NA,28,7,0,47,FALSE,2014,8.256,"D"
245,"Mechanisms of reef coral resistance to future climate change","Science","0036-8075, 1095-9203","Article","2014-04-24","10.1126/science.1251336",NA,17,9,0,94,FALSE,2014,13.535,"D"
244,"Recent climate and ice-sheet changes in West Antarctica compared with the past 2,000 years","Nature Geoscience","1752-0894, 1752-0908","Article","2013-04-14","10.1038/ngeo1778",NA,22,9,1,48,FALSE,2013,7.212,"D"
244,"Orbital forcing of tree-ring data","Nature Climate Change","1758-678X, 1758-6798","Article","2012-07-08","10.1038/nclimate1589",NA,3,6,1,251,FALSE,2012,8.256,"D"
243,"Global flood risk under climate change","Nature Climate Change","1758-678X, 1758-6798","Article","2013-06-09","10.1038/nclimate1911",NA,15,6,3,97,FALSE,2013,8.256,"D"
242,"Global warming amplified by reduced sulphur fluxes as a result of ocean acidification","Nature Climate Change","1758-678X, 1758-6798","Article","2013-08-25","10.1038/nclimate1981",NA,13,16,0,105,FALSE,2013,8.256,"D"
240,"Knowledge as a driver of public perceptions about climate change reassessed","Nature Climate Change","1758-678X, 1758-6798","Article","2016-04-25","10.1038/nclimate2997",NA,22,11,0,61,FALSE,2016,8.256,"D"
240,"The Persistently Variable “Background” Stratospheric Aerosol Layer and Global Climate Change","Science","0036-8075, 1095-9203","Article","2011-07-21","10.1126/science.1206027",NA,14,22,3,29,FALSE,2011,13.535,"D"
239,"Intra- and intergenerational discounting in the climate game","Nature Climate Change","1758-678X, 1758-6798","Article","2013-10-20","10.1038/nclimate2024",NA,14,5,0,160,FALSE,2013,8.256,"D"
237,"Human-induced greening of the northern extratropical land surface","Nature Climate Change","1758-678X, 1758-6798","Article","2016-06-27","10.1038/nclimate3056",NA,33,6,1,22,FALSE,2016,8.256,"D"
236,"Coupling between air travel and climate","Nature Climate Change","1758-678X, 1758-6798","Article","2015-07-13","10.1038/nclimate2715",NA,20,8,0,33,FALSE,2015,8.256,"D"
236,"How Climate Change Beliefs among U.S. Teachers Do and Do Not Translate to Students","PLoS ONE","1932-6203","Article","2016-09-07","10.1371/journal.pone.0161462",NA,27,2,0,31,TRUE,2016,1.201,"B"
236,"Energy consumption and the unexplained winter warming over northern Asia and North America","Nature Climate Change","1758-678X, 1758-6798","Article","2013-01-27","10.1038/nclimate1803",NA,17,9,0,34,FALSE,2013,8.256,"D"
233,"Inhomogeneous forcing and transient climate sensitivity","Nature Climate Change","1758-678X, 1758-6798","Article","2014-03-09","10.1038/nclimate2136",NA,15,19,1,83,FALSE,2014,8.256,"D"
233,"Projected shifts in Coffea arabica suitability among major global producing regions due to climate change","PLoS ONE","1932-6203","Article","2015-04-16","10.1371/journal.pone.0124155",NA,26,5,0,66,TRUE,2015,1.201,"B"
232,"Framing the way to relate climate extremes to climate change","Climatic Change","0165-0009, 1573-1480","Article","2012-03-21","10.1007/s10584-012-0441-5",NA,20,19,8,36,FALSE,2012,1.883,"C"
232,"Climate warming will not decrease winter mortality","Nature Climate Change","1758-678X, 1758-6798","Article","2014-02-23","10.1038/nclimate2121",NA,23,4,0,52,FALSE,2014,8.256,"D"
231,"A 17-My-old whale constrains onset of uplift and climate change in east Africa.","Proceedings of the National Academy of Sciences of the United States of America","0027-8424, 1091-6490","Article","2015-03-16","10.1073/pnas.1421502112",NA,20,7,0,28,FALSE,2015,6.321,"D"
231,"Changes in the taste and textural attributes of apples in response to climate change","Scientific Reports","2045-2322","Article","2013-08-15","10.1038/srep02418",NA,14,5,0,86,TRUE,2013,1.625,"B"
230,"Global increase in record-breaking monthly-mean temperatures","Climatic Change","0165-0009, 1573-1480","Article","2013-01-12","10.1007/s10584-012-0668-1",NA,10,17,1,64,FALSE,2013,1.883,"C"
230,"Catalogue of abrupt shifts in Intergovernmental Panel on Climate Change climate models","Proceedings of the National Academy of Sciences of the United States of America","0027-8424, 1091-6490","Article","2015-10-12","10.1073/pnas.1511451112",NA,29,1,2,53,FALSE,2015,6.321,"D"
230,"Similar estimates of temperature impacts on global wheat yield by three independent methods","Nature Climate Change","1758-678X, 1758-6798","Article","2016-09-12","10.1038/nclimate3115",NA,23,8,0,89,FALSE,2016,8.256,"D"
229,"Global warming and changes in drought","Nature Climate Change","1758-678X, 1758-6798","Article","2013-12-20","10.1038/nclimate2067",NA,15,16,10,51,FALSE,2013,8.256,"D"
229,"Future vulnerability of marine biodiversity compared with contemporary and past changes","Nature Climate Change","1758-678X, 1758-6798","Article","2015-06-01","10.1038/nclimate2650",NA,21,5,0,77,FALSE,2015,8.256,"D"
226,"Assessing the observed impact of anthropogenic climate change","Nature Climate Change","1758-678X, 1758-6798","Article","2015-12-21","10.1038/nclimate2896",NA,14,9,0,201,FALSE,2015,8.256,"D"
226,"Climate Change and Infectious Diseases: From Evidence to a Predictive Framework","Science","0036-8075, 1095-9203","Article","2013-08-02","10.1126/science.1239401",NA,17,6,2,79,FALSE,2013,13.535,"D"
224,"Global Agricultural Land Resources – A High Resolution Suitability Evaluation and Its Perspectives until 2100 under Climate Change Conditions","PLoS ONE","1932-6203","Article","2014-09-17","10.1371/journal.pone.0107522",NA,23,7,1,42,TRUE,2014,1.201,"B"
223,"Multistability and critical thresholds of the Greenland ice sheet","Nature Climate Change","1758-678X, 1758-6798","Article","2012-03-11","10.1038/nclimate1449",NA,9,17,6,108,FALSE,2012,8.256,"D"
222,"Ecophysiology. Climate change tightens a metabolic constraint on marine habitats.","Science","0036-8075, 1095-9203","Article","2015-06-05","10.1126/science.aaa1605",NA,15,7,0,87,FALSE,2015,13.535,"D"
221,"Accelerated dryland expansion under climate change","Nature Climate Change","1758-678X, 1758-6798","Article","2015-10-26","10.1038/nclimate2837",NA,21,5,2,61,FALSE,2015,8.256,"D"
221,"Promoting pro-environmental action in climate change deniers","Nature Climate Change","1758-678X, 1758-6798","Article","2012-06-17","10.1038/nclimate1532",NA,10,12,0,128,FALSE,2012,8.256,"D"
221,"Effects of rising temperature on the viability of an important sea turtle rookery","Nature Climate Change","1758-678X, 1758-6798","Article","2014-05-18","10.1038/nclimate2236",NA,18,8,0,33,FALSE,2014,8.256,"D"
220,"The impacts of temperature anomalies and political orientation on perceived winter warming","Nature Climate Change","1758-678X, 1758-6798","Article","2014-11-24","10.1038/nclimate2443",NA,17,10,0,65,FALSE,2014,8.256,"D"
220,"Arctic amplification decreases temperature variance in northern mid- to high-latitudes","Nature Climate Change","1758-678X, 1758-6798","Article","2014-06-15","10.1038/nclimate2268",NA,19,7,0,49,FALSE,2014,8.256,"D"
218,"Recent intense hurricane response to global climate change","Climate Dynamics","0930-7575, 1432-0894","Article","2013-03-15","10.1007/s00382-013-1713-0",NA,12,26,1,99,FALSE,2013,3.019,"D"
217,"The Invisible Prevalence of Citizen Science in Global Research: Migratory Birds and Climate Change","PLoS ONE","1932-6203","Article","2014-09-03","10.1371/journal.pone.0106508",NA,10,11,0,180,TRUE,2014,1.201,"B"
217,"Threat to future global food security from climate change and ozone air pollution","Nature Climate Change","1758-678X, 1758-6798","Article","2014-07-27","10.1038/nclimate2317",NA,11,10,1,99,FALSE,2014,8.256,"D"
217,"Climate change not to blame for late Quaternary megafauna extinctions in Australia","Nature Communications","2041-1723","Article","2016-01-29","10.1038/ncomms10511",NA,19,6,0,72,TRUE,2016,6.399,"D"
216,"ENSO and greenhouse warming","Nature Climate Change","1758-678X, 1758-6798","Article","2015-08-17","10.1038/nclimate2743",NA,17,5,1,122,FALSE,2015,8.256,"D"
216,"Cognitive and psychological science insights to improve climate change data visualization","Nature Climate Change","1758-678X, 1758-6798","Article","2016-11-24","10.1038/nclimate3162",NA,5,1,0,274,FALSE,2016,8.256,"D"
216,"Linking climate change and health outcomes: Examining the relationship between temperature, precipitation and birth weight in Africa","Global Environmental Change","0959-3780","Article","2015-11-01","10.1016/j.gloenvcha.2015.06.010",NA,31,2,0,6,FALSE,2015,3.507,"D"
214,"Probabilistic cost estimates for climate change mitigation.","Nature","0028-0836, 1476-4687","Article","2013-01-02","10.1038/nature11787",NA,13,8,1,115,FALSE,2013,18.134,"D"
213,"Causal feedbacks in climate change","Nature Climate Change","1758-678X, 1758-6798","Article","2015-03-30","10.1038/nclimate2568",NA,8,5,0,199,FALSE,2015,8.256,"D"
213,"Geographic variation in opinions on climate change at state and local scales in the USA","Nature Climate Change","1758-678X, 1758-6798","Article","2015-04-06","10.1038/nclimate2583",NA,14,10,0,86,FALSE,2015,8.256,"D"
211,"Responses of pink salmon to CO2-induced aquatic acidification","Nature Climate Change","1758-678X, 1758-6798","Article","2015-06-29","10.1038/nclimate2694",NA,14,9,0,59,FALSE,2015,8.256,"D"
209,"Mapping vulnerability and conservation adaptation strategies under climate change","Nature Climate Change","1758-678X, 1758-6798","Article","2013-09-15","10.1038/nclimate2007",NA,18,2,0,77,FALSE,2013,8.256,"D"
209,"Climate velocity and the future global redistribution of marine biodiversity","Nature Climate Change","1758-678X, 1758-6798","Article","2015-08-24","10.1038/nclimate2769",NA,21,4,0,76,FALSE,2015,8.256,"D"
208,"Statements about climate researchers’ carbon footprints affect their credibility and the impact of their advice","Climatic Change","0165-0009, 1573-1480","Article","2016-06-16","10.1007/s10584-016-1713-2",NA,8,4,0,210,FALSE,2016,1.883,"C"
207,"A bitter cup: climate change profile of global production of Arabica and Robusta coffee","Climatic Change","0165-0009, 1573-1480","Article","2014-12-13","10.1007/s10584-014-1306-x",NA,18,6,0,82,FALSE,2014,1.883,"C"
206,"A Chinese cave links climate change, social impacts, and human adaptation over the last 500 years","Scientific Reports","2045-2322","Article","2015-08-13","10.1038/srep12284",NA,13,10,0,56,TRUE,2015,1.625,"B"
206,"Extinction risks from climate change.","Science","0036-8075, 1095-9203","Article","2015-05-01","10.1126/science.aab2057",NA,8,3,0,169,FALSE,2015,13.535,"D"
206,"Greenland Blocking Index 1851–2015: a regional climate change signal","International Journal of Climatology","0899-8418, 1097-0088","Article","2016-05-02","10.1002/joc.4673",NA,25,4,1,17,FALSE,2016,1.823,"C"
206,"Extreme vulnerability of smallholder farmers to agricultural risks and climate change in Madagascar","Philosophical Transactions of the Royal Society B: Biological Sciences","0962-8436, 1471-2970","Article","2014-04-05","10.1098/rstb.2013.0089",NA,25,0,0,4,FALSE,2014,2.137,"C"
204,"Targeted opportunities to address the climate–trade dilemma in China","Nature Climate Change","1758-678X, 1758-6798","Article","2015-09-28","10.1038/nclimate2800",NA,23,3,0,56,FALSE,2015,8.256,"D"
204,"Projected increase in tropical cyclones near Hawaii","Nature Climate Change","1758-678X, 1758-6798","Article","2013-05-05","10.1038/nclimate1890",NA,11,8,0,84,FALSE,2013,8.256,"D"
203,"Wealth reallocation and sustainability under climate change","Nature Climate Change","1758-678X, 1758-6798","Article","2016-02-24","10.1038/nclimate2871",NA,26,6,0,26,FALSE,2016,8.256,"D"
203,"Support for climate policy and societal action are linked to perceptions about scientific agreement","Nature Climate Change","1758-678X, 1758-6798","Article","2011-11-20","10.1038/nclimate1295",NA,14,33,2,36,FALSE,2011,8.256,"D"
203,"Big Data Sensors of Organic Advocacy: The Case of Leonardo DiCaprio and Climate Change","PLoS ONE","1932-6203","Article","2016-08-02","10.1371/journal.pone.0159885",NA,15,5,0,110,TRUE,2016,1.201,"B"
202,"Transport: A roadblock to climate change mitigation?","Science","0036-8075, 1095-9203","Article","2015-11-20","10.1126/science.aac8033",NA,20,1,0,94,FALSE,2015,13.535,"D"
199,"Anthropogenic forcing dominates global mean sea-level rise since 1970","Nature Climate Change","1758-678X, 1758-6798","Article","2016-04-11","10.1038/nclimate2991",NA,15,6,1,103,FALSE,2016,8.256,"D"
199,"Adapted conservation measures are required to save the Iberian lynx in a changing climate","Nature Climate Change","1758-678X, 1758-6798","Article","2013-07-21","10.1038/nclimate1954",NA,20,5,0,50,FALSE,2013,8.256,"D"
198,"A quantitative evaluation of the public response to climate engineering","Nature Climate Change","1758-678X, 1758-6798","Article","2014-01-12","10.1038/nclimate2087",NA,20,3,0,55,FALSE,2014,8.256,"D"
197,"Simple reframing unlikely to boost public support for climate policy","Nature Climate Change","1758-678X, 1758-6798","Article","2016-03-07","10.1038/nclimate2948",NA,17,6,1,64,FALSE,2016,8.256,"D"
195,"Adaptation responses to climate change differ between global megacities","Nature Climate Change","1758-678X, 1758-6798","Article","2016-02-29","10.1038/nclimate2944",NA,13,9,0,69,FALSE,2016,8.256,"D"
